name;pcode;pcode_parent;population;land_area;pop_density
Navakholo;KEN11-70;KEN11;157833.9664;259;609.3975536
Shinyalu;KEN11-71;KEN11;214738.7506;413;519.9485486
Ainamoi;KEN12-72;KEN12;180059.3129;247;728.9850724
Belgut;KEN12-73;KEN12;171235.6784;448;382.2224963
Bureti;KEN12-74;KEN12;192601.3852;318;605.6647333
Kipkelion East;KEN12-75;KEN12;154688.0857;757;204.3435742
Kipkelion West;KEN12-76;KEN12;115195.2166;355;324.4935678
Sigowet/Soin;KEN12-77;KEN12;116551.1093;468;249.0408319
Gatundu North;KEN13-78;KEN13;159916.9099;245;652.7220812
Gatundu South;KEN13-79;KEN13;165903.1978;215;771.6427803
Githunguri;KEN13-80;KEN13;212332.6335;185;1147.743965
Juja;KEN13-81;KEN13;96630.4982;337;286.7373834
Kabete;KEN13-82;KEN13;130686.3091;59;2215.022189
Kiambaa;KEN13-83;KEN13;144723.4397;80;1809.042996
Kiambu;KEN13-84;KEN13;139445.9565;107;1303.233239
Kikuyu;KEN13-85;KEN13;149123.7797;173;861.9871658
Lari;KEN13-86;KEN13;176029.5857;469;375.3296071
Limuru;KEN13-87;KEN13;173201.889;285;607.7259263
Ruiru;KEN13-88;KEN13;155667.1213;205;759.3518114
Thika Town;KEN13-89;KEN13;181283.5012;233;778.0407776
Ganze;KEN14-90;KEN14;169670.2632;2962;57.28233057
Kaloleni;KEN14-91;KEN14;185907.7419;707;262.9529588
Kilifi North;KEN14-92;KEN14;255340.0071;836;305.4306305
Kilifi South;KEN14-93;KEN14;205214.5604;438;468.5263936
Magarini;KEN14-94;KEN14;180453.4501;6995;25.79749109
Malindi;KEN14-95;KEN14;200282.6478;616;325.1341684
Rabai;KEN14-96;KEN14;114172.8696;202;565.2122257
Gichugu;KEN15-97;KEN15;189914.4625;472;402.3611493
Kirinyaga Central;KEN15-98;KEN15;158992.8593;239;665.2420891
Mwea;KEN15-99;KEN15;218802.3182;552;396.3810112
Ndia;KEN15-100;KEN15;146510.4269;231;634.2442724
Bobasi;KEN16-101;KEN16;259717.7926;242;1073.214019
Bomachoge Borabu;KEN16-102;KEN16;142717.9682;115;1241.02581
Bomachoge Chache;KEN16-103;KEN16;118417.569;103;1149.685136
Bonchari;KEN16-104;KEN16;134499.3944;128;1050.776518
Kitutu Chache North;KEN16-105;KEN16;146056.858;131;1114.937847
Kitutu Chache South;KEN16-106;KEN16;129305.8427;98;1319.447374
Nyaribari Chache;KEN16-107;KEN16;185484.6415;137;1353.902493
Nyaribari Masaba;KEN16-108;KEN16;164815.4496;160;1030.09656
South Mugirango;KEN16-109;KEN16;199666.2562;209;955.3409386
Kisumu Central;KEN17-110;KEN17;288784.623;72;4010.897542
Kisumu East;KEN17-111;KEN17;156800.7226;163;961.9676231
Kisumu West;KEN17-112;KEN17;183253.4867;314;583.6098301
Muhoroni;KEN17-113;KEN17;197983.2089;669;295.9390267
Nyakach;KEN17-114;KEN17;173907.6683;405;429.40165
Nyando;KEN17-115;KEN17;179833.8032;607;296.2665621
Seme;KEN17-116;KEN17;141258.6471;452;312.5191306
Kitui Central;KEN18-117;KEN18;140376.7793;525;267.3843416
Kitui East;KEN18-118;KEN18;136543.4492;4760;28.68559857
Kitui Rural;KEN18-119;KEN18;183420.1962;1733;105.8396978
Kitui South;KEN18-120;KEN18;185861.6135;12815;14.50344233
Kitui West;KEN18-121;KEN18;147211.945;650;226.4799154
Mwingi Central;KEN18-122;KEN18;195440.8781;4718;41.42451846
Mwingi North;KEN18-123;KEN18;164685.3215;4729;34.82455518
Mwingi West;KEN18-124;KEN18;114869.2413;746;153.9802162
Kinango;KEN19-125;KEN19;276036.2473;4990;55.31788523
Lungalunga;KEN19-126;KEN19;179089.6139;2045;87.57438333
Matuga;KEN19-127;KEN19;175904.7747;958;183.616675
Msambweni;KEN19-128;KEN19;164936.3079;465;354.7017375
Laikipia East;KEN20-129;KEN20;124263.0241;1407;88.31771433
Laikipia North;KEN20-130;KEN20;108336.0451;5333;20.31427811
Laikipia West;KEN20-131;KEN20;267478.1577;2849;93.88492722
Lamu East;KEN21-132;KEN21;38947.37327;2538;15.34569475
Lamu West;KEN21-133;KEN21;90559.30598;4048;22.37137005
Lamu West;KEN21-133;KEN21;37285.15506;184;202.6367123
?7;KEN22-134;KEN22;2252.665319;239;9.425377904
Kangundo;KEN22-135;KEN22;136325.1694;172;792.588194
Kathiani;KEN22-136;KEN22;145339.9384;207;702.1253062
Machakos Town;KEN22-137;KEN22;282117.9917;523;539.4225463
Masinga;KEN22-138;KEN22;163549.7643;1407;116.2400599
Matungulu;KEN22-139;KEN22;157009.816;585;268.3928479
Mavoko;KEN22-140;KEN22;77070.50707;849;90.77798242
Mwala;KEN22-141;KEN22;240862.1651;1026;234.7584456
Yatta;KEN22-142;KEN22;196905.0985;1068;184.3680697
Kaiti;KEN23-143;KEN23;172303.4645;407;423.3500356
Kibwezi East;KEN23-144;KEN23;172312.931;2330;73.95404762
Kibwezi West;KEN23-145;KEN23;195803.4791;2145;91.28367326
Kilome;KEN23-146;KEN23;149675.073;829;180.5489421
Makueni;KEN23-147;KEN23;247781.9158;1537;161.2113961
Mbooni;KEN23-148;KEN23;271224.4002;987;274.796758
?1;KEN24-149;KEN24;6061.312206;1386;4.37324113
Banissa;KEN24-150;KEN24;77224.70003;2996;25.77593459
Lafey;KEN24-151;KEN24;28544.16696;3217;8.872914816
Mandera East;KEN24-152;KEN24;102049.5052;2924;34.90065158
Mandera North;KEN24-153;KEN24;85575.89068;6094;14.04264698
Mandera South;KEN24-154;KEN24;53729.01967;4141;12.97489004
Mandera West;KEN24-155;KEN24;42890.61727;5234;8.19461545
Laisamis;KEN25-156;KEN25;62109.9861;24245;2.561764739
Moyale;KEN25-157;KEN25;86374.22216;9359;9.229001192
North Horr;KEN25-158;KEN25;65209.49163;40728;1.601097319
Saku;KEN25-159;KEN25;57570.69818;2060;27.94694087
?5;KEN26-160;KEN26;17134.72708;62;276.3665658
Buuri;KEN26-161;KEN26;179554.3236;1591;112.8562688
Central Imenti;KEN26-162;KEN26;167923.7269;508;330.5585175
Igembe Central;KEN26-163;KEN26;220555.3855;818;269.6276107
Igembe North;KEN26-164;KEN26;186657.6082;1083;172.3523621
Igembe South;KEN26-165;KEN26;148006.6116;834;177.4659612
North Imenti;KEN26-166;KEN26;186058.0285;245;759.4205245
South Imenti;KEN26-167;KEN26;246107.8283;661;372.3265179
Tigania East;KEN26-168;KEN26;209658.1935;840;249.5930875
Tigania West;KEN26-169;KEN26;168656.5884;391;431.3467734
Awendo;KEN27-170;KEN27;139901.5199;257;544.3638907
Kuria East;KEN27-171;KEN27;114896.6531;267;430.3245433
Kuria West;KEN27-172;KEN27;138446.5957;353;392.1999878
Nyatike;KEN27-173;KEN27;222782.6016;1232;180.8300337
Rongo;KEN27-174;KEN27;127379.1061;222;573.7797573
Suna East;KEN27-175;KEN27;118865.4831;208;571.4686686
Suna West;KEN27-176;KEN27;112299.0758;296;379.3887696
Uriri;KEN27-177;KEN27;139843.5653;387;361.3528819
Changamwe;KEN28-178;KEN28;220801.53;21;10514.35857
Jomvu;KEN28-179;KEN28;137744.3791;43;3203.357654
Kisauni;KEN28-180;KEN28;191734.9538;108;1775.323646
Likoni;KEN28-181;KEN28;159635.5997;56;2850.635708
Mvita;KEN28-182;KEN28;261294.7015;16;16330.91885
Nyali;KEN28-183;KEN28;278449.7053;25;11137.98821
Gatanga;KEN29-184;KEN29;239288.4107;606;394.8653643
Kandara;KEN29-185;KEN29;242812.7277;240;1011.719699
Kangema;KEN29-186;KEN29;126498.1051;294;430.2656637
Kigumo;KEN29-187;KEN29;186213.5247;290;642.1156024
Kiharu;KEN29-188;KEN29;273360.3232;411;665.1102753
Maragwa;KEN29-189;KEN29;196810.7977;466;422.3407675
Mathioya;KEN29-190;KEN29;141046.169;237;595.1315149
Dagoretti North;KEN30-191;KEN30;264898.7954;27;9811.066497
Dagoretti South;KEN30-192;KEN30;271561.7421;29;9364.198002
Embakasi Central;KEN30-193;KEN30;191808.0511;8;23976.00639
Embakasi East;KEN30-194;KEN30;161583.5951;86;1878.879013
Embakasi North;KEN30-195;KEN30;295759.8286;5;59151.96572
Embakasi South;KEN30-196;KEN30;106106.0314;18;5894.779523
Embakasi West;KEN30-197;KEN30;195172.0227;10;19517.20227
Kamukunji;KEN30-198;KEN30;319548.2617;9;35505.36241
Kasarani;KEN30-199;KEN30;119843.1027;137;874.7671733
Kibra;KEN30-200;KEN30;415154.2618;13;31934.94322
Langata;KEN30-201;KEN30;223023.8499;210;1062.018333
Makadara;KEN30-202;KEN30;283070.5986;12;23589.21655
Mathare;KEN30-203;KEN30;248806.25;3;82935.41667
Roysambu;KEN30-204;KEN30;223657.3795;48;4659.52874
Ruaraka;KEN30-205;KEN30;305985.4033;7;43712.20047
Starehe;KEN30-206;KEN30;275613.2178;17;16212.54222
Westlands;KEN30-207;KEN30;269775.7898;76;3549.681445
Bahati;KEN31-208;KEN31;156146.549;373;418.6234557
Gilgil;KEN31-209;KEN31;153532.1148;1269;120.9866941
Kuresoi North;KEN31-210;KEN31;163013.8892;616;264.632937
Kuresoi South;KEN31-211;KEN31;107351.8962;523;205.2617519
Molo;KEN31-212;KEN31;159762.2195;505;316.3608307
Naivasha;KEN31-213;KEN31;240776.2425;1733;138.9360891
Nakuru Town East;KEN31-214;KEN31;235354.1039;170;1384.435905
Nakuru Town West;KEN31-215;KEN31;206078.2695;130;1585.217458
Njoro;KEN31-216;KEN31;210961.5128;764;276.1276346
Rongai;KEN31-217;KEN31;173459.8661;1032;168.0812656
Subukia;KEN31-218;KEN31;127032.6551;411;309.0818858
Aldai;KEN32-219;KEN32;190795.3583;471;405.0856863
Chesumei;KEN32-220;KEN32;141702.2735;479;295.829381
Emgwen;KEN32-221;KEN32;161154.4603;375;429.7452276
Mosop;KEN32-222;KEN32;151047.2345;588;256.8830519
Nandi Hills;KEN32-223;KEN32;142043.335;392;362.3554465
Tinderet;KEN32-224;KEN32;118268.5359;545;217.0064879
Emurua Dikirr;KEN33-225;KEN33;96645.83582;319;302.9650026
Kilgoris;KEN33-226;KEN33;178382.8001;2571;69.38265272
Narok East;KEN33-227;KEN33;69024.42318;1601;43.11331866
Narok North;KEN33-228;KEN33;165864.6052;2742;60.49037388
Narok South;KEN33-229;KEN33;189834.7558;5419;35.03132603
Narok West;KEN33-230;KEN33;148993.1783;5489;27.14395669
Borabu;KEN34-231;KEN34;147813.7119;295;501.0634301
Kitutu Masaba;KEN34-232;KEN34;273669.0628;255;1073.212011
North Mugirango;KEN34-233;KEN34;152238.6082;172;885.1081875
West Mugirango;KEN34-234;KEN34;207551.6579;181;1146.694243
Kinangop;KEN35-235;KEN35;230560.5178;839;274.8039544
Kipipiri;KEN35-236;KEN35;123625.1746;651;189.9004218
Ndaragwa;KEN35-237;KEN35;123597.3854;785;157.4488986
Ol Jorok;KEN35-238;KEN35;125818.1594;472;266.5638971
Ol Kalou;KEN35-239;KEN35;136349.7527;541;252.0328147
Kieni;KEN36-240;KEN36;234043.7719;1826;128.172931
Mathira;KEN36-241;KEN36;231620.3505;461;502.4302615
Mukurweini;KEN36-242;KEN36;134700.4072;180;748.3355955
Nyeri Town;KEN36-243;KEN36;156646.3605;170;921.4491791
Othaya;KEN36-244;KEN36;139185.4461;359;387.7031924
Tetu;KEN36-245;KEN36;121117.4315;361;335.5053503
Samburu East;KEN37-246;KEN37;51741.04928;10111;5.117302866
Samburu North;KEN37-247;KEN37;71966.70695;8510;8.456722321
Samburu West;KEN37-248;KEN37;94552.88093;2487;38.01885039
Alego Usonga;KEN38-249;KEN38;264288.063;611;432.5500213
Bondo;KEN38-250;KEN38;221746.8253;1297;170.9690249
Gem;KEN38-251;KEN38;217633.8058;406;536.0438568
Rarieda;KEN38-252;KEN38;190446.2128;684;278.4301356
Ugenya;KEN38-253;KEN38;145903.1988;310;470.6554799
Ugunja;KEN38-254;KEN38;127627.6441;213;599.1908175
Mwatate;KEN39-255;KEN39;99287.5026;2844;34.91121751
Taveta;KEN39-256;KEN39;84918.12972;4072;20.85415759
Voi;KEN39-257;KEN39;113008.7836;9540;11.84578444
Wundanyi;KEN39-258;KEN39;86419.16004;858;100.7216318
Bura;KEN40-259;KEN40;117983.2477;13698;8.613173291
Galole;KEN40-260;KEN40;78776.43714;9761;8.070529366
Garsen;KEN40-261;KEN40;103927.7476;16041;6.47888209
Chuka/Igambang'Ombe;KEN41-262;KEN41;162905.7334;586;277.9961321
Igembe South;KEN41-263;KEN41;28543.39431;267;106.9040986
Maara;KEN41-264;KEN41;156011.3408;513;304.1156741
Tharaka;KEN41-265;KEN41;107896.1394;1220;88.43945855
?4;KEN42-266;KEN42;50430.91269;154;327.473459
Cherangany;KEN42-267;KEN42;223179.063;631;353.6910665
Endebess;KEN42-268;KEN42;92794.43895;658;141.0249832
Kiminini;KEN42-269;KEN42;206008.0727;371;555.2778239
Kwanza;KEN42-270;KEN42;115569.1838;311;371.6050925
Saboti;KEN42-271;KEN42;200503.9271;357;561.6356502
?2;KEN43-272;KEN43;14697.40376;3220;4.564411105
Loima;KEN43-273;KEN43;143581.8963;9848;14.57980263
Turkana Central;KEN43-274;KEN43;117184.1476;6661;17.59257582
Turkana East;KEN43-275;KEN43;22282.62249;8078;2.758433089
Turkana North;KEN43-276;KEN43;100542.2787;14747;6.817812346
Turkana South;KEN43-277;KEN43;70787.04104;7467;9.479984068
Turkana West;KEN43-278;KEN43;223483.0345;14239;15.69513551
Ainabkoi;KEN44-279;KEN44;119869.4181;506;236.8960832
Kapseret;KEN44-280;KEN44;145822.1236;360;405.0614544
Kesses;KEN44-281;KEN44;172921.475;707;244.5848302
Moiben;KEN44-282;KEN44;148392.5147;781;190.0032198
Soy;KEN44-283;KEN44;200149.809;662;302.3411012
Turbo;KEN44-284;KEN44;221024.4668;436;506.9368505
Emuhaya;KEN45-285;KEN45;118021.9167;90;1311.354631
Hamisi;KEN45-286;KEN45;208768.1263;186;1122.409281
Luanda;KEN45-287;KEN45;130529.1398;84;1553.918331
Sabatia;KEN45-288;KEN45;179092.7011;112;1599.041974
Vihiga;KEN45-289;KEN45;132014.2729;90;1466.825254
Eldas;KEN46-290;KEN46;38677.36954;4780;8.091499903
Tarbaj;KEN46-291;KEN46;73861.44728;7604;9.713499116
Wajir East;KEN46-292;KEN46;93178.31178;4288;21.73001674
Wajir North;KEN46-293;KEN46;97983.58968;10474;9.354935047
Wajir South;KEN46-294;KEN46;121991.9135;21723;5.61579494
Wajir West;KEN46-295;KEN46;63805.53398;8182;7.798280858
?3;KEN47-296;KEN47;8026.581752;305;26.31666148
?8;KEN47-297;KEN47;0.067071479;0;#DIV/0!
Kacheliba;KEN47-298;KEN47;95535.90643;4143;23.05959605
Kapenguria;KEN47-299;KEN47;146739.8488;1479;99.21558403
Pokot South;KEN47-300;KEN47;157757.6442;1485;106.2341038
Sigor;KEN47-301;KEN47;88601.141;2167;40.88654407
Addis Abeba;ETH1-1;ETH1;617694.2073;197;3135.503591
Addis Abeba;ETH1-1;ETH1;3430319.737;353;9717.619652
Afar Zone 1;ETH2-2;ETH2;562131.6885;35148;15.99327667
Afar Zone 2;ETH2-3;ETH2;349624.3297;28626;12.21352371
Afar Zone 3;ETH2-4;ETH2;284866.9085;16938;16.81821399
Afar Zone 4;ETH2-5;ETH2;211469.1669;11062;19.11672093
Afar Zone 5;ETH2-6;ETH2;495675.5646;5529;89.65012925
Agew Awi;ETH3-7;ETH3;1412988.899;9181;153.9035943
Argoba;ETH3-8;ETH3;102961.1946;317;324.7987212
Bahir Dar Special Zone;ETH3-9;ETH3;183095.9033;9;20343.98926
Debub Gondar;ETH3-10;ETH3;3167215.122;14542;217.7977666
Debub Wollo;ETH3-11;ETH3;3881761.266;17655;219.8675313
Mirab Gojjam;ETH3-12;ETH3;3221825.471;16843;191.2857253
Misraq Gojjam;ETH3-13;ETH3;3183299.189;14589;218.1985872
North Shewa;ETH3-14;ETH3;2879217.864;16528;174.2024361
Oromia;ETH3-15;ETH3;782045.4338;3873;201.9223945
Semen Gondar;ETH3-16;ETH3;3790418.792;44248;85.66305351
Semen Wello;ETH3-17;ETH3;2259910.073;12566;179.8432336
Wag Himra;ETH3-18;ETH3;547560.2023;9221;59.38186773
Asosa;ETH4-19;ETH4;484453.8041;14715;32.92244676
Kemashi;ETH4-20;ETH4;174351.7945;10300;16.92735869
Metekel;ETH4-21;ETH4;362924.5238;26360;13.76800166
Dire Dawa;ETH5-22;ETH5;515820.7157;1075;479.8332239
Agnuak;ETH6-23;ETH6;259539.6181;23874;10.87122468
Majang;ETH6-24;ETH6;81732.84126;2367;34.53013995
Nuer;ETH6-25;ETH6;86292.56395;4868;17.72649218
Hareri;ETH7-26;ETH7;257159.1088;378;680.3151027
Arsi;ETH8-27;ETH8;3572037.556;21316;167.5754154
Bale;ETH8-28;ETH8;1567125.64;55395;28.29001967
Borena;ETH8-29;ETH8;1307699.677;52967;24.68895117
Debub Mirab Shewa;ETH8-30;ETH8;1530213.362;6685;228.9025223
Guji;ETH8-31;ETH8;1324021.796;18871;70.16171884
Horo Guduru;ETH8-32;ETH8;769867.7709;8256;93.24948775
Ilubabor;ETH8-33;ETH8;1566980.647;15802;99.163438
Jimma;ETH8-34;ETH8;3622549.434;18633;194.415791
Kelem Wellega;ETH8-35;ETH8;911708.1533;9600;94.9695993
Mirab Arsi;ETH8-36;ETH8;2336829.01;12741;183.4101727
Mirab Hararghe;ETH8-37;ETH8;2421680.245;17774;136.2484666
Mirab Shewa;ETH8-38;ETH8;2810312.31;15574;180.4489733
Mirab Welega;ETH8-39;ETH8;1795053.193;13100;137.0269613
Misraq Harerge;ETH8-40;ETH8;3682778.027;25462;144.638207
Misraq Shewa;ETH8-41;ETH8;2098091.533;10197;205.7557647
Misraq Wellega;ETH8-42;ETH8;1521027.904;14237;106.8362649
North Shewa;ETH8-43;ETH8;2158897.708;11482;188.0245348
Afder;ETH9-44;ETH9;595468.4323;62740;9.491049287
Doolo;ETH9-45;ETH9;549305.0229;53234;10.31868773
Fafan;ETH9-46;ETH9;1025859.783;12315;83.30164705
Jarar;ETH9-47;ETH9;514147.6777;40214;12.78529064
Korahe;ETH9-48;ETH9;431232.6484;32650;13.20773808
Liben;ETH9-49;ETH9;836182.8842;36562;22.87027198
Nogob;ETH9-50;ETH9;427711.0325;14414;29.67330599
Shabelle;ETH9-51;ETH9;545129.0851;33586;16.23084276
Siti;ETH9-52;ETH9;518460.0489;31063;16.6905981
Alaba;ETH10-53;ETH10;328029.7628;876;374.4631996
Alle;ETH10-54;ETH10;114549.0159;1060;108.0651094
Amaro;ETH10-55;ETH10;181458.4971;1580;114.8471501
Basketo;ETH10-56;ETH10;62010.97354;425;145.908173
Bench Maji;ETH10-57;ETH10;590780.0145;19330;30.56285642
Burji;ETH10-58;ETH10;74147.49183;1370;54.12225681
Dawro;ETH10-59;ETH10;511769.4841;4442;115.2115003
Debub Omo;ETH10-60;ETH10;600719.2497;23289;25.79411953
Derashe;ETH10-61;ETH10;93042.85693;723;128.6899819
Gamo Gofa;ETH10-62;ETH10;2030695.953;12266;165.5548632
Gedeo;ETH10-63;ETH10;1014133.217;1355;748.4377985
Gurage;ETH10-64;ETH10;2147875.466;6057;354.6104451
Hadiya;ETH10-65;ETH10;1794143.763;3708;483.8575412
Keffa;ETH10-66;ETH10;1100726.811;10675;103.1125818
Kembata Tembaro;ETH10-67;ETH10;969930.418;1422;682.0889015
Konso;ETH10-68;ETH10;259131.9756;2159;120.0240739
Konta;ETH10-69;ETH10;113927.7491;2386;47.74842795
Sheka;ETH10-70;ETH10;228071.0154;2381;95.78791072
Sidama;ETH10-71;ETH10;3921733.039;6972;562.4975673
Silti;ETH10-72;ETH10;1033457.051;2623;393.9981134
Wolayita;ETH10-73;ETH10;2148511.341;4520;475.3343675
Yem;ETH10-74;ETH10;122533.3018;763;160.5941046
Debubawi;ETH11-75;ETH11;1669367.013;10475;159.3667793
Mehakelegnaw;ETH11-76;ETH11;1722724.856;10782;159.7778572
Mi'irabawi;ETH11-77;ETH11;379276.7191;13678;27.72896031
Misraqawi;ETH11-78;ETH11;1086118.227;6469;167.8958459
Semien Mi'irabaw;ETH11-79;ETH11;993048.2631;13029;76.21830249
